record_type,family_id,position_key,character_id,character_name,costume_id,pose_id,expression_id,body_file,mask_file,auxiliary_files,eye_file,mouth_file,canvas_width,canvas_height,body_x,body_y,body_width,body_height,mask_x,mask_y,mask_width,mask_height,eye_x,eye_y,eye_width,eye_height,mouth_x,mouth_y,mouth_width,mouth_height,official_eye_x,official_eye_y,official_mouth_x,official_mouth_y,eye_atlas_width,eye_atlas_height,mouth_atlas_width,mouth_atlas_height,frame_count,eye_coord_method,mouth_coord_method,eye_edge_mse,mouth_edge_mse,official_eye_flag,official_mouth_flag,official_face_enabled,coordinate_status,coordinate_source,texture_root
atlas_pair,000_01_02,000_01,000,梨斗,01,02,e,Texture2D/000_01_02_a.png,Texture2D/000_01_02_a #5288.png,,Texture2D/000_01_02_e_eye.png,Texture2D/000_01_02_e_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,213,230,131,394,342,230,57,246,-174,246,-278,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,93.613154,355.171336,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,000_01_02,000_01,000,梨斗,01,02,f,Texture2D/000_01_02_a.png,Texture2D/000_01_02_a #5288.png,,Texture2D/000_01_02_f_eye.png,Texture2D/000_01_02_f_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,213,230,131,394,342,230,57,246,-174,246,-278,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,93.613154,355.171336,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
position_only,,000_02,000,梨斗,02,,,,,,,,1024,1024,,,,,,,,,394,214,230,131,394,341,230,57,246,-174,246,-278,,,,,,official_table_projection_only,official_table_projection_only,,,○,○,true,no_matching_texture_family,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_01,001_01,001,梦梦,01,01,a,Texture2D/001_01_01_a #27471.png,Texture2D/001_01_01_a.png,,Texture2D/001_01_01_a_eye.png,Texture2D/001_01_01_a_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,76.033651,63.778089,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_01,001_01,001,梦梦,01,01,b,Texture2D/001_01_01_a #27471.png,Texture2D/001_01_01_a.png,,Texture2D/001_01_01_b_eye.png,Texture2D/001_01_01_b_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,76.033651,63.778089,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_01,001_01,001,梦梦,01,01,c,Texture2D/001_01_01_a #27471.png,Texture2D/001_01_01_a.png,,Texture2D/001_01_01_c_eye.png,Texture2D/001_01_01_c_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,76.033651,63.778089,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_01,001_01,001,梦梦,01,01,d,Texture2D/001_01_01_a #27471.png,Texture2D/001_01_01_a.png,,Texture2D/001_01_01_d_eye.png,Texture2D/001_01_01_d_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,76.033651,63.778089,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_01,001_01,001,梦梦,01,01,e,Texture2D/001_01_01_a #27471.png,Texture2D/001_01_01_a.png,,Texture2D/001_01_01_e_eye.png,Texture2D/001_01_01_e_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,76.033651,63.778089,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_01,001_01,001,梦梦,01,01,f,Texture2D/001_01_01_a #27471.png,Texture2D/001_01_01_a.png,,Texture2D/001_01_01_f_eye.png,Texture2D/001_01_01_f_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,76.033651,63.778089,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_02,001_01,001,梦梦,01,02,a,Texture2D/001_01_02_a #1281.png,Texture2D/001_01_02_a.png,,Texture2D/001_01_02_a_eye.png,Texture2D/001_01_02_a_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,74.88259,80.492468,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_02,001_01,001,梦梦,01,02,b,Texture2D/001_01_02_a #1281.png,Texture2D/001_01_02_a.png,,Texture2D/001_01_02_b_eye.png,Texture2D/001_01_02_b_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,74.88259,80.492468,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_02,001_01,001,梦梦,01,02,c,Texture2D/001_01_02_a #1281.png,Texture2D/001_01_02_a.png,,Texture2D/001_01_02_c_eye.png,Texture2D/001_01_02_c_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,74.88259,80.492468,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_02,001_01,001,梦梦,01,02,d,Texture2D/001_01_02_a #1281.png,Texture2D/001_01_02_a.png,,Texture2D/001_01_02_d_eye.png,Texture2D/001_01_02_d_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,74.88259,80.492468,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_02,001_01,001,梦梦,01,02,e,Texture2D/001_01_02_a #1281.png,Texture2D/001_01_02_a.png,,Texture2D/001_01_02_e_eye.png,Texture2D/001_01_02_e_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,74.88259,80.492468,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_02,001_01,001,梦梦,01,02,f,Texture2D/001_01_02_a #1281.png,Texture2D/001_01_02_a.png,,Texture2D/001_01_02_f_eye.png,Texture2D/001_01_02_f_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,74.88259,80.492468,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_03,001_01,001,梦梦,01,03,a,Texture2D/001_01_03_a.png,Texture2D/001_01_03_a #4334.png,,Texture2D/001_01_03_a_eye.png,Texture2D/001_01_03_a_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,86.359409,64.026399,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_03,001_01,001,梦梦,01,03,b,Texture2D/001_01_03_a.png,Texture2D/001_01_03_a #4334.png,,Texture2D/001_01_03_b_eye.png,Texture2D/001_01_03_b_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,86.359409,64.026399,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_03,001_01,001,梦梦,01,03,c,Texture2D/001_01_03_a.png,Texture2D/001_01_03_a #4334.png,,Texture2D/001_01_03_c_eye.png,Texture2D/001_01_03_c_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,86.359409,64.026399,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_03,001_01,001,梦梦,01,03,d,Texture2D/001_01_03_a.png,Texture2D/001_01_03_a #4334.png,,Texture2D/001_01_03_d_eye.png,Texture2D/001_01_03_d_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,86.359409,64.026399,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_03,001_01,001,梦梦,01,03,e,Texture2D/001_01_03_a.png,Texture2D/001_01_03_a #4334.png,,Texture2D/001_01_03_e_eye.png,Texture2D/001_01_03_e_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,86.359409,64.026399,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_03,001_01,001,梦梦,01,03,f,Texture2D/001_01_03_a.png,Texture2D/001_01_03_a #4334.png,,Texture2D/001_01_03_f_eye.png,Texture2D/001_01_03_f_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,86.359409,64.026399,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_04,001_01,001,梦梦,01,04,a,Texture2D/001_01_04_a.png,Texture2D/001_01_04_a #1421.png,,Texture2D/001_01_04_a_eye.png,Texture2D/001_01_04_a_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,74.418993,63.799561,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_04,001_01,001,梦梦,01,04,b,Texture2D/001_01_04_a.png,Texture2D/001_01_04_a #1421.png,,Texture2D/001_01_04_b_eye.png,Texture2D/001_01_04_b_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,74.418993,63.799561,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_04,001_01,001,梦梦,01,04,c,Texture2D/001_01_04_a.png,Texture2D/001_01_04_a #1421.png,,Texture2D/001_01_04_c_eye.png,Texture2D/001_01_04_c_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,74.418993,63.799561,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_04,001_01,001,梦梦,01,04,d,Texture2D/001_01_04_a.png,Texture2D/001_01_04_a #1421.png,,Texture2D/001_01_04_d_eye.png,Texture2D/001_01_04_d_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,74.418993,63.799561,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_04,001_01,001,梦梦,01,04,e,Texture2D/001_01_04_a.png,Texture2D/001_01_04_a #1421.png,,Texture2D/001_01_04_e_eye.png,Texture2D/001_01_04_e_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,74.418993,63.799561,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_04,001_01,001,梦梦,01,04,f,Texture2D/001_01_04_a.png,Texture2D/001_01_04_a #1421.png,,Texture2D/001_01_04_f_eye.png,Texture2D/001_01_04_f_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,74.418993,63.799561,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_05,001_01,001,梦梦,01,05,a,Texture2D/001_01_05_a #4372.png,Texture2D/001_01_05_a.png,,Texture2D/001_01_05_a_eye.png,Texture2D/001_01_05_a_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,76.033651,63.771101,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_05,001_01,001,梦梦,01,05,b,Texture2D/001_01_05_a #4372.png,Texture2D/001_01_05_a.png,,Texture2D/001_01_05_b_eye.png,Texture2D/001_01_05_b_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,76.033651,63.771101,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_05,001_01,001,梦梦,01,05,c,Texture2D/001_01_05_a #4372.png,Texture2D/001_01_05_a.png,,Texture2D/001_01_05_c_eye.png,Texture2D/001_01_05_c_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,76.033651,63.771101,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_05,001_01,001,梦梦,01,05,d,Texture2D/001_01_05_a #4372.png,Texture2D/001_01_05_a.png,,Texture2D/001_01_05_d_eye.png,Texture2D/001_01_05_d_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,76.033651,63.771101,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_05,001_01,001,梦梦,01,05,e,Texture2D/001_01_05_a #4372.png,Texture2D/001_01_05_a.png,,Texture2D/001_01_05_e_eye.png,Texture2D/001_01_05_e_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,76.033651,63.771101,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_05,001_01,001,梦梦,01,05,f,Texture2D/001_01_05_a #4372.png,Texture2D/001_01_05_a.png,,Texture2D/001_01_05_f_eye.png,Texture2D/001_01_05_f_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,76.033651,63.771101,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_06,001_01,001,梦梦,01,06,a,Texture2D/001_01_06_a #4949.png,Texture2D/001_01_06_a.png,,Texture2D/001_01_06_a_eye.png,Texture2D/001_01_06_a_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,74.468363,63.820321,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_06,001_01,001,梦梦,01,06,b,Texture2D/001_01_06_a #4949.png,Texture2D/001_01_06_a.png,,Texture2D/001_01_06_b_eye.png,Texture2D/001_01_06_b_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,74.468363,63.820321,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_06,001_01,001,梦梦,01,06,c,Texture2D/001_01_06_a #4949.png,Texture2D/001_01_06_a.png,,Texture2D/001_01_06_c_eye.png,Texture2D/001_01_06_c_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,74.468363,63.820321,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_06,001_01,001,梦梦,01,06,d,Texture2D/001_01_06_a #4949.png,Texture2D/001_01_06_a.png,,Texture2D/001_01_06_d_eye.png,Texture2D/001_01_06_d_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,74.468363,63.820321,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_06,001_01,001,梦梦,01,06,e,Texture2D/001_01_06_a #4949.png,Texture2D/001_01_06_a.png,,Texture2D/001_01_06_e_eye.png,Texture2D/001_01_06_e_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,74.468363,63.820321,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
atlas_pair,001_01_06,001_01,001,梦梦,01,06,f,Texture2D/001_01_06_a #4949.png,Texture2D/001_01_06_a.png,,Texture2D/001_01_06_f_eye.png,Texture2D/001_01_06_f_mouth.png,1024,1024,0,0,1024,1024,0,0,1024,1024,394,268,230,131,394,396,230,57,246,-218,246,-322,256,512,256,256,3,default_frame_pixel_alignment,default_frame_pixel_alignment,74.468363,63.820321,○,○,true,resolved,TextAsset/ToLove:Chara_Eye_Pos|Chara_Mouth_Pos,D:\素材\出包女王素材库\Texture2D
